prospect_id,rep_id,company_name,company_size,lead_source,product_interest,quarter,created_date,status,meetings_held,closed_date,proposed_value_usd,closed_value_usd
PROS-01506,REP-0036,Nimbus Holdings,51-200,Paid Marketing,AI Platform,Q2 2026,2026-04-06,Lost,5,2026-05-02,118100,
PROS-01507,REP-0109,Beacon Digital,201-1000,Cold Outreach,Cloud Compute,Q4 2025,2025-11-06,Dead,0,,36300,
PROS-01508,REP-0079,Wavefront Technologies,51-200,Paid Marketing,Cloud Storage,Q2 2026,2026-04-03,Dead,0,,11500,
PROS-01509,REP-0058,Ironclad Digital,1000-5000,LinkedIn,Security Suite,Q2 2026,2026-04-02,Lost,3,2026-05-27,149300,
PROS-01510,REP-0024,Helix Group,201-1000,Inbound Call,Data Analytics,Q2 2026,2026-04-29,Lost,4,2026-05-13,33200,
PROS-01511,REP-0012,Horizon Industries,51-200,Paid Marketing,Data Analytics,Q2 2026,2026-05-20,Lost,4,2026-06-07,22500,
PROS-01512,REP-0005,Vertex Holdings,1-50,Paid Marketing,AI Platform,Q2 2026,2026-04-09,Lost,5,2026-04-24,27600,
PROS-01513,REP-0039,Redshift Networks,5000+,Paid Marketing,Cloud Storage,Q4 2025,2025-12-06,Lost,2,2026-01-27,58000,
PROS-01514,REP-0099,Lattice Industries,201-1000,Website Inquiry,Cloud Compute,Q1 2026,2026-01-16,Lost,3,2026-02-04,22100,
PROS-01515,REP-0037,Drift Solutions,201-1000,Paid Marketing,Cloud Storage,Q1 2026,2026-01-29,Dead,0,,24800,
PROS-01516,REP-0005,Ridgeline Group,1-50,Paid Marketing,Cloud Compute,Q1 2026,2026-01-22,Lost,4,2026-01-30,10300,
PROS-01517,REP-0103,Solace Partners,51-200,Cold Outreach,Cloud Compute,Q4 2025,2025-10-06,Lost,5,2025-10-24,19700,
PROS-01518,REP-0019,Ember Partners,51-200,LinkedIn,Cloud Compute,Q1 2026,2026-01-12,Won,4,2026-02-14,28400,32100
PROS-01519,REP-0095,Pulse Networks,51-200,LinkedIn,Cloud Compute,Q1 2026,2026-02-13,Lost,5,2026-02-25,26300,
PROS-01520,REP-0102,Drift Works,1-50,Website Inquiry,Data Analytics,Q1 2026,2026-02-23,Won,2,2026-03-18,18400,17700
PROS-01521,REP-0094,Fusion Solutions,1-50,Website Inquiry,Cloud Compute,Q4 2025,2025-12-05,Lost,5,2025-12-28,16400,
PROS-01522,REP-0041,Orbit Digital,201-1000,Referral,AI Platform,Q2 2026,2026-05-09,Won,6,2026-06-13,152100,140600
PROS-01523,REP-0035,Anchor Dynamics,1000-5000,Paid Marketing,Cloud Storage,Q2 2026,2026-06-20,Open,0,,25700,
PROS-01524,REP-0073,Meridian Digital,201-1000,Referral,Data Analytics,Q2 2026,2026-06-05,Open,0,,49300,
PROS-01525,REP-0064,Zenith Group,201-1000,Inbound Call,AI Platform,Q2 2026,2026-06-12,Open,0,,72700,
PROS-01526,REP-0042,Zenith Systems,1-50,Website Inquiry,Cloud Storage,Q2 2026,2026-06-30,Open,3,,7400,
PROS-01527,REP-0039,Meridian Group,1000-5000,Inbound Call,Data Analytics,Q4 2025,2025-11-25,Won,5,2026-02-19,101600,101200
PROS-01528,REP-0108,Nimbus Technologies,51-200,Conference,Security Suite,Q1 2026,2026-03-27,Dead,0,,67700,
PROS-01529,REP-0050,Granite Partners,1000-5000,Referral,Security Suite,Q4 2025,2025-12-30,Lost,4,2026-03-27,102400,
PROS-01530,REP-0046,Anchor Technologies,201-1000,Referral,Cloud Compute,Q2 2026,2026-05-11,Won,4,2026-06-02,44900,45800
PROS-01531,REP-0015,Helix Partners,51-200,Inbound Call,Data Analytics,Q1 2026,2026-03-06,Lost,2,2026-03-28,34400,
PROS-01532,REP-0097,Lattice Technologies,201-1000,Cold Outreach,Security Suite,Q1 2026,2026-03-15,Dead,1,,49300,
PROS-01533,REP-0081,Catalyst Group,1-50,Cold Outreach,Cloud Storage,Q2 2026,2026-05-31,Open,0,,4900,
PROS-01534,REP-0029,Helix Partners,51-200,Website Inquiry,Cloud Storage,Q2 2026,2026-06-30,Open,2,,10700,
PROS-01535,REP-0102,Wavefront Systems,51-200,Referral,Security Suite,Q2 2026,2026-05-29,Open,0,,36700,
PROS-01536,REP-0074,Redshift Dynamics,201-1000,LinkedIn,Security Suite,Q1 2026,2026-01-05,Won,6,2026-02-01,41800,41200
PROS-01537,REP-0088,Wavefront Networks,1-50,Paid Marketing,Cloud Compute,Q2 2026,2026-04-19,Won,4,2026-05-01,10400,9100
PROS-01538,REP-0068,Apex Works,201-1000,Inbound Call,Data Analytics,Q1 2026,2026-01-31,Lost,4,2026-03-11,26000,
PROS-01539,REP-0044,Atlas Labs,1-50,Website Inquiry,Security Suite,Q4 2025,2025-10-22,Lost,4,2025-11-15,14100,
PROS-01540,REP-0062,Ember Partners,1-50,LinkedIn,AI Platform,Q2 2026,2026-05-20,Won,2,2026-05-31,17600,18800
PROS-01541,REP-0041,Nova Digital,201-1000,Website Inquiry,Data Analytics,Q4 2025,2025-10-18,Lost,3,2025-12-07,38000,
PROS-01542,REP-0044,Beacon Technologies,51-200,Paid Marketing,Data Analytics,Q2 2026,2026-06-08,Open,0,,40200,
PROS-01543,REP-0031,Beacon Works,201-1000,Inbound Call,AI Platform,Q2 2026,2026-04-13,Lost,5,2026-04-30,43800,
PROS-01544,REP-0037,Vertex Works,201-1000,Paid Marketing,AI Platform,Q2 2026,2026-04-19,Dead,0,,88600,
PROS-01545,REP-0028,Ember Labs,51-200,Conference,AI Platform,Q2 2026,2026-06-08,Dead,1,,46600,
PROS-01546,REP-0011,Nova Technologies,51-200,Conference,AI Platform,Q2 2026,2026-06-06,Open,0,,33600,
PROS-01547,REP-0076,Redshift Labs,1-50,Cold Outreach,Cloud Compute,Q4 2025,2025-10-26,Dead,1,,10000,
PROS-01548,REP-0022,Sterling Dynamics,201-1000,Website Inquiry,Security Suite,Q2 2026,2026-04-12,Lost,4,2026-05-31,85800,
PROS-01549,REP-0088,Orbit Holdings,1-50,Paid Marketing,Data Analytics,Q4 2025,2025-12-13,Lost,2,2026-01-01,12500,
PROS-01550,REP-0098,Helix Labs,51-200,Cold Outreach,AI Platform,Q4 2025,2025-12-14,Dead,0,,54300,
PROS-01551,REP-0062,Solace Partners,1-50,Referral,Cloud Storage,Q4 2025,2025-11-09,Dead,1,,6200,
PROS-01552,REP-0032,Atlas Dynamics,5000+,Cold Outreach,Security Suite,Q1 2026,2026-01-17,Lost,3,2026-03-12,116500,
PROS-01553,REP-0055,Anchor Solutions,5000+,LinkedIn,Cloud Compute,Q4 2025,2025-12-26,Lost,3,2026-03-03,72700,
PROS-01554,REP-0101,Summit Partners,201-1000,Inbound Call,AI Platform,Q1 2026,2026-03-28,Won,3,2026-05-11,165100,141800
PROS-01555,REP-0020,Ember Holdings,1000-5000,Inbound Call,AI Platform,Q4 2025,2025-10-30,Lost,4,2026-01-19,157900,
PROS-01556,REP-0085,Apex Labs,5000+,Paid Marketing,Cloud Compute,Q1 2026,2026-02-14,Dead,1,,70400,
PROS-01557,REP-0036,Helix Works,201-1000,Paid Marketing,Cloud Storage,Q2 2026,2026-05-31,Lost,4,2026-06-27,24000,
PROS-01558,REP-0014,Nova Systems,201-1000,Paid Marketing,Cloud Compute,Q1 2026,2026-03-24,Dead,1,,46500,
PROS-01559,REP-0043,Fusion Industries,51-200,Cold Outreach,Data Analytics,Q2 2026,2026-04-06,Lost,3,2026-05-04,38100,
PROS-01560,REP-0059,Sterling Networks,1-50,Inbound Call,Security Suite,Q2 2026,2026-06-17,Open,0,,26200,
PROS-01561,REP-0056,Vantage Dynamics,51-200,Paid Marketing,Data Analytics,Q2 2026,2026-05-18,Lost,5,2026-06-05,26600,
PROS-01562,REP-0035,Nova Holdings,1000-5000,Paid Marketing,AI Platform,Q1 2026,2026-01-27,Dead,0,,235800,
PROS-01563,REP-0026,Horizon Partners,201-1000,Website Inquiry,Cloud Compute,Q2 2026,2026-05-10,Dead,0,,28800,
PROS-01564,REP-0071,Cobalt Digital,51-200,Inbound Call,Cloud Compute,Q4 2025,2025-12-13,Lost,3,2025-12-29,11800,
PROS-01565,REP-0004,Redshift Group,1-50,Paid Marketing,Cloud Storage,Q1 2026,2026-02-20,Dead,0,,6100,
PROS-01566,REP-0021,Quantum Group,1-50,Website Inquiry,AI Platform,Q2 2026,2026-05-18,Lost,4,2026-06-07,35800,
PROS-01567,REP-0044,Beacon Partners,51-200,Website Inquiry,Security Suite,Q4 2025,2025-11-03,Won,2,2025-11-26,30400,30200
PROS-01568,REP-0102,Atlas Solutions,1-50,Inbound Call,Data Analytics,Q1 2026,2026-02-23,Dead,0,,18100,
PROS-01569,REP-0066,Solace Partners,201-1000,Website Inquiry,Cloud Compute,Q4 2025,2025-11-27,Lost,5,2025-12-15,28200,
PROS-01570,REP-0075,Sterling Technologies,201-1000,Website Inquiry,Security Suite,Q2 2026,2026-05-18,Lost,4,2026-06-27,79200,
PROS-01571,REP-0040,Vertex Industries,1000-5000,Referral,Cloud Compute,Q1 2026,2026-01-06,Dead,0,,65600,
PROS-01572,REP-0074,Summit Industries,201-1000,Website Inquiry,Security Suite,Q4 2025,2025-12-23,Lost,2,2026-01-13,36200,
PROS-01573,REP-0040,Cobalt Holdings,201-1000,Paid Marketing,Cloud Compute,Q1 2026,2026-03-10,Lost,3,2026-03-25,31300,
PROS-01574,REP-0035,Ironclad Digital,1000-5000,Website Inquiry,Security Suite,Q1 2026,2026-02-10,Won,8,2026-04-14,119800,112200
PROS-01575,REP-0047,Redshift Holdings,51-200,Conference,Security Suite,Q2 2026,2026-06-06,Lost,2,2026-06-28,39400,
PROS-01576,REP-0042,Nova Systems,1-50,Website Inquiry,Cloud Compute,Q4 2025,2025-10-22,Lost,4,2025-11-08,15700,
PROS-01577,REP-0070,Vertex Digital,201-1000,Cold Outreach,Security Suite,Q4 2025,2025-10-22,Dead,1,,82400,
PROS-01578,REP-0074,Apex Dynamics,201-1000,Paid Marketing,AI Platform,Q4 2025,2025-11-30,Dead,0,,72000,
PROS-01579,REP-0047,Ridgeline Holdings,201-1000,Conference,AI Platform,Q2 2026,2026-06-13,Open,1,,124200,
PROS-01580,REP-0004,Cobalt Group,51-200,Conference,AI Platform,Q2 2026,2026-06-05,Open,2,,112900,
PROS-01581,REP-0019,Orbit Industries,201-1000,Website Inquiry,Cloud Compute,Q2 2026,2026-05-23,Lost,3,2026-06-29,39600,
PROS-01582,REP-0004,Vertex Partners,1-50,Cold Outreach,Data Analytics,Q4 2025,2025-10-22,Lost,3,2025-11-11,14900,
PROS-01583,REP-0055,Nova Technologies,1000-5000,Cold Outreach,Security Suite,Q1 2026,2026-02-23,Lost,3,2026-04-20,95200,
PROS-01584,REP-0007,Pulse Digital,201-1000,Website Inquiry,Cloud Storage,Q1 2026,2026-03-05,Lost,4,2026-03-21,13900,
PROS-01585,REP-0064,Quantum Group,201-1000,Referral,Cloud Compute,Q4 2025,2025-10-12,Dead,0,,16000,
PROS-01586,REP-0090,Apex Partners,1000-5000,Cold Outreach,AI Platform,Q4 2025,2025-12-13,Lost,4,2026-03-13,133600,
PROS-01587,REP-0104,Lattice Solutions,5000+,LinkedIn,Cloud Storage,Q1 2026,2026-01-20,Dead,0,,40600,
PROS-01588,REP-0109,Atlas Partners,51-200,Paid Marketing,AI Platform,Q1 2026,2026-03-16,Lost,2,2026-04-03,95100,
PROS-01589,REP-0011,Summit Digital,1-50,Website Inquiry,Cloud Storage,Q4 2025,2025-12-14,Lost,2,2026-01-03,6000,
PROS-01590,REP-0095,Pulse Technologies,51-200,Website Inquiry,Cloud Storage,Q4 2025,2025-10-22,Won,3,2025-11-11,10900,11500
PROS-01591,REP-0091,Nimbus Networks,1000-5000,Paid Marketing,AI Platform,Q1 2026,2026-02-05,Dead,1,,68600,
PROS-01592,REP-0077,Nova Technologies,1-50,Cold Outreach,Data Analytics,Q2 2026,2026-04-03,Lost,2,2026-04-24,12200,
PROS-01593,REP-0076,Quantum Systems,1-50,Paid Marketing,AI Platform,Q2 2026,2026-05-27,Dead,0,,54400,
PROS-01594,REP-0013,Vertex Dynamics,5000+,Paid Marketing,Data Analytics,Q2 2026,2026-04-08,Lost,2,2026-06-04,116100,
PROS-01595,REP-0025,Ridgeline Partners,201-1000,Website Inquiry,Cloud Compute,Q1 2026,2026-01-30,Lost,4,2026-02-26,37200,
PROS-01596,REP-0062,Apex Technologies,1-50,Paid Marketing,Cloud Storage,Q4 2025,2025-11-22,Lost,4,2025-11-30,5400,
PROS-01597,REP-0098,Summit Group,1000-5000,Paid Marketing,Security Suite,Q4 2025,2025-12-28,Lost,2,2026-02-06,135500,
PROS-01598,REP-0098,Horizon Works,201-1000,Website Inquiry,Data Analytics,Q1 2026,2026-01-30,Lost,4,2026-02-15,25300,
PROS-01599,REP-0011,Vertex Technologies,201-1000,Inbound Call,Cloud Compute,Q4 2025,2025-11-14,Dead,1,,21600,
PROS-01600,REP-0080,Vantage Group,51-200,LinkedIn,Security Suite,Q4 2025,2025-10-27,Lost,2,2025-12-05,21300,
PROS-01601,REP-0081,Cobalt Dynamics,51-200,Paid Marketing,Security Suite,Q2 2026,2026-05-28,Open,2,,22300,
PROS-01602,REP-0078,Atlas Labs,51-200,LinkedIn,Cloud Compute,Q2 2026,2026-05-08,Dead,0,,20700,
PROS-01603,REP-0088,Lattice Holdings,1-50,Inbound Call,AI Platform,Q2 2026,2026-05-17,Dead,0,,24700,
PROS-01604,REP-0066,Wavefront Networks,201-1000,Paid Marketing,Security Suite,Q4 2025,2025-11-16,Lost,3,2025-12-04,83500,
PROS-01605,REP-0099,Atlas Labs,201-1000,Conference,Cloud Compute,Q4 2025,2025-11-26,Lost,5,2026-01-14,53200,
PROS-01606,REP-0108,Ironclad Labs,51-200,Paid Marketing,Cloud Compute,Q1 2026,2026-01-28,Lost,2,2026-02-04,12800,
PROS-01607,REP-0051,Horizon Industries,1000-5000,Paid Marketing,Cloud Compute,Q4 2025,2025-11-03,Lost,3,2026-01-13,35000,
PROS-01608,REP-0005,Vantage Technologies,51-200,Cold Outreach,Security Suite,Q4 2025,2025-11-16,Dead,1,,52600,
PROS-01609,REP-0016,Sterling Partners,5000+,LinkedIn,Cloud Compute,Q4 2025,2025-10-12,Lost,3,2026-01-06,83700,
PROS-01610,REP-0073,Granite Systems,201-1000,LinkedIn,Data Analytics,Q2 2026,2026-06-09,Lost,2,2026-06-28,28900,
PROS-01611,REP-0005,Summit Dynamics,1-50,Cold Outreach,Cloud Compute,Q1 2026,2026-03-03,Dead,0,,15800,
PROS-01612,REP-0043,Ember Holdings,51-200,Website Inquiry,Cloud Storage,Q1 2026,2026-01-02,Dead,0,,13800,
PROS-01613,REP-0054,Catalyst Partners,201-1000,Cold Outreach,Cloud Compute,Q4 2025,2025-12-11,Dead,0,,37900,
PROS-01614,REP-0022,Sterling Systems,1000-5000,Paid Marketing,Cloud Storage,Q2 2026,2026-04-18,Lost,5,2026-05-23,15800,
PROS-01615,REP-0029,Granite Solutions,51-200,LinkedIn,Cloud Storage,Q2 2026,2026-05-18,Lost,3,2026-06-28,5900,
PROS-01616,REP-0014,Ember Labs,201-1000,Conference,AI Platform,Q2 2026,2026-06-19,Dead,0,,97500,
PROS-01617,REP-0086,Beacon Group,1000-5000,LinkedIn,Cloud Compute,Q4 2025,2025-12-29,Lost,4,2026-02-16,32200,
PROS-01618,REP-0033,Ridgeline Industries,5000+,LinkedIn,AI Platform,Q1 2026,2026-03-14,Won,6,2026-04-15,156200,187200
PROS-01619,REP-0094,Nimbus Networks,1-50,Inbound Call,Security Suite,Q2 2026,2026-06-16,Open,1,,17600,
PROS-01620,REP-0043,Anchor Systems,201-1000,LinkedIn,Security Suite,Q2 2026,2026-05-19,Dead,0,,80800,
PROS-01621,REP-0046,Vantage Networks,201-1000,Cold Outreach,Cloud Storage,Q4 2025,2025-11-23,Won,5,2026-01-09,20200,23000
PROS-01622,REP-0021,Solace Digital,1-50,Inbound Call,Cloud Compute,Q4 2025,2025-11-04,Lost,5,2025-11-12,7400,
PROS-01623,REP-0012,Cobalt Solutions,1-50,Paid Marketing,Security Suite,Q4 2025,2025-12-02,Won,3,2025-12-23,41600,45300
PROS-01624,REP-0007,Orbit Dynamics,201-1000,Website Inquiry,AI Platform,Q1 2026,2026-01-31,Lost,4,2026-02-27,128700,
PROS-01625,REP-0103,Fusion Technologies,1-50,Paid Marketing,Data Analytics,Q4 2025,2025-11-29,Lost,4,2025-12-20,12300,
PROS-01626,REP-0108,Helix Digital,51-200,Cold Outreach,Data Analytics,Q1 2026,2026-03-03,Lost,2,2026-03-14,38200,
PROS-01627,REP-0003,Solace Technologies,1-50,LinkedIn,AI Platform,Q1 2026,2026-02-04,Lost,4,2026-02-22,34700,
PROS-01628,REP-0036,Horizon Labs,1000-5000,LinkedIn,Cloud Compute,Q2 2026,2026-05-20,Lost,3,2026-06-28,43200,
PROS-01629,REP-0003,Wavefront Works,1-50,Paid Marketing,Data Analytics,Q2 2026,2026-04-06,Lost,3,2026-04-15,22500,
PROS-01630,REP-0015,Helix Networks,1-50,Paid Marketing,AI Platform,Q1 2026,2026-02-03,Lost,5,2026-02-14,29400,
PROS-01631,REP-0021,Granite Group,51-200,Website Inquiry,Security Suite,Q1 2026,2026-01-01,Dead,0,,33700,
PROS-01632,REP-0015,Atlas Digital,1-50,Referral,Cloud Storage,Q2 2026,2026-04-12,Won,3,2026-04-30,8500,10000
PROS-01633,REP-0057,Solace Systems,1000-5000,Website Inquiry,AI Platform,Q1 2026,2026-03-13,Lost,5,2026-06-11,91200,
PROS-01634,REP-0076,Vantage Partners,1-50,Paid Marketing,Cloud Compute,Q4 2025,2025-11-06,Dead,0,,13100,
PROS-01635,REP-0094,Vertex Holdings,51-200,Conference,Cloud Compute,Q4 2025,2025-12-12,Won,4,2025-12-30,13300,14300
PROS-01636,REP-0069,Ridgeline Industries,1000-5000,Referral,Cloud Compute,Q2 2026,2026-06-03,Open,1,,38900,
PROS-01637,REP-0011,Beacon Solutions,1-50,Paid Marketing,AI Platform,Q1 2026,2026-01-22,Lost,2,2026-02-12,34300,
PROS-01638,REP-0003,Summit Solutions,1-50,Paid Marketing,Cloud Compute,Q4 2025,2025-11-02,Lost,2,2025-11-23,16000,
PROS-01639,REP-0023,Nova Technologies,1000-5000,Cold Outreach,Cloud Storage,Q2 2026,2026-05-27,Open,0,,11900,
PROS-01640,REP-0082,Helix Works,51-200,LinkedIn,Cloud Compute,Q2 2026,2026-06-20,Open,2,,17000,
PROS-01641,REP-0074,Granite Networks,51-200,LinkedIn,Data Analytics,Q1 2026,2026-03-17,Lost,4,2026-05-05,29000,
PROS-01642,REP-0086,Pulse Systems,51-200,Referral,Cloud Storage,Q1 2026,2026-01-19,Won,4,2026-02-18,6700,7500
PROS-01643,REP-0044,Apex Group,1-50,Website Inquiry,Security Suite,Q1 2026,2026-02-24,Lost,5,2026-03-07,35000,
PROS-01644,REP-0013,Solace Solutions,5000+,Website Inquiry,Data Analytics,Q4 2025,2025-10-10,Lost,4,2025-12-10,79500,
PROS-01645,REP-0107,Vertex Technologies,201-1000,Cold Outreach,Cloud Compute,Q4 2025,2025-11-21,Dead,1,,37500,
PROS-01646,REP-0081,Wavefront Networks,1-50,Conference,Cloud Storage,Q1 2026,2026-01-05,Dead,0,,6100,
PROS-01647,REP-0094,Vertex Networks,51-200,Inbound Call,Cloud Compute,Q4 2025,2025-12-19,Dead,0,,20400,
PROS-01648,REP-0037,Horizon Digital,1000-5000,Inbound Call,Cloud Storage,Q4 2025,2025-11-22,Dead,1,,39600,
PROS-01649,REP-0072,Zenith Technologies,1000-5000,Paid Marketing,Cloud Compute,Q1 2026,2026-02-17,Lost,5,2026-03-24,34500,
PROS-01650,REP-0054,Ridgeline Systems,201-1000,LinkedIn,AI Platform,Q4 2025,2025-12-05,Won,6,2026-01-18,86900,80700
PROS-01651,REP-0037,Beacon Holdings,201-1000,Cold Outreach,Cloud Compute,Q1 2026,2026-03-29,Lost,5,2026-04-28,20200,
PROS-01652,REP-0053,Summit Systems,1-50,Inbound Call,Security Suite,Q2 2026,2026-05-15,Lost,5,2026-06-03,17400,
PROS-01653,REP-0042,Solace Labs,201-1000,Website Inquiry,Data Analytics,Q2 2026,2026-04-12,Lost,5,2026-04-30,38200,
PROS-01654,REP-0015,Catalyst Labs,51-200,Conference,AI Platform,Q2 2026,2026-04-21,Won,2,2026-05-12,45600,46700
PROS-01655,REP-0024,Vertex Industries,201-1000,Conference,Security Suite,Q4 2025,2025-11-30,Dead,0,,43600,
PROS-01656,REP-0003,Redshift Systems,51-200,Cold Outreach,AI Platform,Q1 2026,2026-01-24,Lost,4,2026-02-11,56800,
PROS-01657,REP-0090,Horizon Digital,1000-5000,Referral,Cloud Compute,Q4 2025,2025-12-10,Lost,2,2026-01-28,33100,
PROS-01658,REP-0024,Helix Works,1-50,Inbound Call,Cloud Storage,Q4 2025,2025-10-15,Lost,5,2025-10-22,5600,
PROS-01659,REP-0042,Drift Technologies,51-200,LinkedIn,AI Platform,Q1 2026,2026-02-07,Lost,2,2026-02-27,91100,
PROS-01660,REP-0077,Apex Digital,201-1000,LinkedIn,Data Analytics,Q1 2026,2026-01-23,Lost,3,2026-02-09,33200,
PROS-01661,REP-0042,Orbit Partners,1-50,LinkedIn,Cloud Compute,Q2 2026,2026-06-18,Open,0,,15200,
PROS-01662,REP-0069,Ember Partners,1000-5000,Paid Marketing,Cloud Compute,Q2 2026,2026-06-21,Lost,2,2026-06-27,56000,
PROS-01663,REP-0028,Meridian Solutions,201-1000,Paid Marketing,Data Analytics,Q2 2026,2026-05-08,Lost,3,2026-05-28,25700,
PROS-01664,REP-0044,Catalyst Networks,51-200,Paid Marketing,Cloud Storage,Q1 2026,2026-02-23,Lost,3,2026-03-12,12300,
PROS-01665,REP-0032,Lattice Labs,1000-5000,LinkedIn,AI Platform,Q4 2025,2025-10-18,Won,6,2025-12-22,158200,158700
PROS-01666,REP-0032,Cobalt Works,1000-5000,Website Inquiry,AI Platform,Q1 2026,2026-03-01,Lost,5,2026-04-23,123700,
PROS-01667,REP-0093,Drift Systems,51-200,Website Inquiry,Cloud Compute,Q2 2026,2026-05-09,Dead,0,,18500,
PROS-01668,REP-0096,Sterling Systems,1-50,LinkedIn,Data Analytics,Q1 2026,2026-02-19,Dead,0,,17800,
PROS-01669,REP-0006,Nimbus Digital,5000+,Paid Marketing,Cloud Storage,Q2 2026,2026-05-25,Lost,3,2026-06-30,33500,
PROS-01670,REP-0067,Meridian Solutions,1000-5000,Paid Marketing,Cloud Storage,Q4 2025,2025-10-31,Lost,4,2025-12-09,21000,
PROS-01671,REP-0073,Orbit Dynamics,201-1000,LinkedIn,AI Platform,Q2 2026,2026-06-04,Open,3,,39500,
PROS-01672,REP-0017,Horizon Group,201-1000,Conference,Cloud Compute,Q2 2026,2026-06-14,Open,0,,24600,
PROS-01673,REP-0081,Solace Technologies,201-1000,LinkedIn,Cloud Compute,Q4 2025,2025-10-28,Won,2,2025-11-18,16900,15900
PROS-01674,REP-0001,Ironclad Technologies,1000-5000,Cold Outreach,AI Platform,Q2 2026,2026-06-26,Open,0,,278500,
PROS-01675,REP-0040,Zenith Partners,201-1000,Cold Outreach,Data Analytics,Q4 2025,2025-10-20,Lost,5,2025-11-16,32300,
PROS-01676,REP-0081,Ironclad Systems,51-200,Cold Outreach,AI Platform,Q2 2026,2026-04-30,Dead,0,,31500,
PROS-01677,REP-0066,Atlas Industries,201-1000,Inbound Call,AI Platform,Q2 2026,2026-06-20,Lost,5,2026-06-27,42400,
PROS-01678,REP-0011,Orbit Solutions,1-50,Inbound Call,Data Analytics,Q2 2026,2026-05-30,Dead,1,,18000,
PROS-01679,REP-0051,Granite Holdings,1000-5000,Website Inquiry,AI Platform,Q4 2025,2025-11-04,Dead,0,,148800,
PROS-01680,REP-0025,Ridgeline Holdings,201-1000,Referral,Cloud Compute,Q4 2025,2025-12-07,Dead,1,,35000,
PROS-01681,REP-0039,Wavefront Technologies,5000+,LinkedIn,AI Platform,Q2 2026,2026-05-25,Dead,1,,172900,
PROS-01682,REP-0106,Ironclad Works,51-200,Paid Marketing,Security Suite,Q4 2025,2025-11-14,Lost,5,2025-12-31,31900,
PROS-01683,REP-0075,Summit Technologies,201-1000,Cold Outreach,Cloud Storage,Q2 2026,2026-06-23,Lost,5,2026-06-28,19900,
PROS-01684,REP-0049,Anchor Partners,201-1000,Paid Marketing,Cloud Storage,Q1 2026,2026-02-10,Dead,0,,16400,
PROS-01685,REP-0086,Ridgeline Dynamics,201-1000,Cold Outreach,Data Analytics,Q4 2025,2025-10-02,Lost,2,2025-11-14,57300,
PROS-01686,REP-0019,Lattice Group,201-1000,Referral,Security Suite,Q2 2026,2026-04-18,Dead,0,,54900,
PROS-01687,REP-0029,Atlas Holdings,1000-5000,Inbound Call,Cloud Storage,Q1 2026,2026-03-20,Dead,0,,15100,
PROS-01688,REP-0065,Pulse Works,201-1000,Cold Outreach,AI Platform,Q2 2026,2026-05-16,Dead,0,,140400,
PROS-01689,REP-0019,Ridgeline Networks,1000-5000,Paid Marketing,Data Analytics,Q1 2026,2026-03-28,Lost,4,2026-05-15,64200,
PROS-01690,REP-0014,Drift Digital,1000-5000,Paid Marketing,Data Analytics,Q2 2026,2026-05-06,Dead,0,,65100,
PROS-01691,REP-0068,Wavefront Technologies,201-1000,Paid Marketing,Cloud Compute,Q4 2025,2025-10-29,Dead,0,,33500,
PROS-01692,REP-0105,Orbit Works,51-200,Inbound Call,Data Analytics,Q2 2026,2026-06-12,Open,2,,37500,
PROS-01693,REP-0040,Wavefront Group,201-1000,Cold Outreach,Data Analytics,Q1 2026,2026-02-11,Dead,0,,20700,
PROS-01694,REP-0005,Granite Systems,1-50,Paid Marketing,Cloud Compute,Q4 2025,2025-12-24,Dead,0,,13900,
PROS-01695,REP-0005,Nimbus Networks,1-50,LinkedIn,Security Suite,Q1 2026,2026-03-09,Lost,4,2026-03-30,16000,
PROS-01696,REP-0102,Northgate Group,51-200,LinkedIn,Cloud Compute,Q1 2026,2026-03-05,Dead,1,,18700,
PROS-01697,REP-0092,Meridian Group,1000-5000,Inbound Call,Cloud Compute,Q4 2025,2025-10-05,Lost,3,2025-12-25,41500,
PROS-01698,REP-0106,Fusion Partners,1000-5000,LinkedIn,Cloud Storage,Q4 2025,2025-10-22,Dead,0,,23700,
PROS-01699,REP-0107,Summit Digital,201-1000,LinkedIn,Cloud Storage,Q1 2026,2026-03-19,Dead,1,,11500,
PROS-01700,REP-0076,Wavefront Dynamics,51-200,Cold Outreach,AI Platform,Q4 2025,2025-10-09,Dead,2,,85000,
PROS-01701,REP-0069,Sterling Partners,201-1000,LinkedIn,Cloud Storage,Q4 2025,2025-12-18,Dead,1,,14300,
PROS-01702,REP-0081,Lattice Labs,51-200,Website Inquiry,Cloud Storage,Q4 2025,2025-10-12,Dead,0,,11200,
PROS-01703,REP-0080,Apex Holdings,201-1000,Inbound Call,Cloud Storage,Q4 2025,2025-10-20,Dead,2,,10200,
PROS-01704,REP-0042,Pulse Digital,201-1000,Cold Outreach,Cloud Storage,Q4 2025,2025-11-05,Dead,0,,14300,
PROS-01705,REP-0102,Cobalt Labs,51-200,Paid Marketing,Cloud Storage,Q1 2026,2026-02-07,Dead,0,,5600,
PROS-01706,REP-0045,Redshift Systems,201-1000,Website Inquiry,Security Suite,Q4 2025,2025-12-18,Lost,4,2026-02-21,87000,
PROS-01707,REP-0089,Fusion Works,51-200,Inbound Call,Cloud Storage,Q2 2026,2026-05-11,Lost,2,2026-06-03,8100,
PROS-01708,REP-0084,Northgate Group,201-1000,Cold Outreach,Cloud Storage,Q2 2026,2026-04-19,Dead,0,,13800,
